class_id,ten_yr,ten_yr_count_usa,ten_yr_count_germany,ten_yr_count_france
16185,1890,0,0,0
16185,1920,0,0,0
16185,1870,0,0,0
16185,1900,0,0,0
16185,1910,0,0,0
16185,1930,0,0,0
16185,1880,0,0,0
16250,1930,1,0,0
16250,1890,0,0,0
16250,1870,0,0,0
16250,1920,0,0,0
16250,1880,0,0,0
16250,1900,0,0,0
16250,1910,0,0,0
16315,1880,0,0,0
16315,1900,0,0,0
16315,1920,0,0,0
16315,1930,1,0,0
16315,1870,0,0,0
16315,1910,0,0,0
16315,1890,0,0,0
16510,1900,0,0,0
16510,1890,0,0,0
16510,1870,0,0,0
16510,1880,0,0,0
16510,1930,2,0,0
16510,1920,0,0,0
16510,1910,0,0,0
16705,1920,0,0,0
16705,1870,0,0,0
16705,1900,0,0,0
16705,1880,0,0,0
16705,1930,1,0,0
16705,1910,0,0,0
16705,1890,0,0,0
16770,1930,1,0,0
16770,1890,0,0,0
16770,1900,0,0,0
16770,1870,0,0,0
16770,1910,0,0,0
16770,1920,0,0,0
16770,1880,0,0,0
16900,1910,0,0,0
16900,1880,0,0,0
16900,1870,0,0,0
16900,1930,1,0,0
16900,1900,0,0,0
16900,1890,0,0,0
16900,1920,0,0,0
16965,1920,0,0,0
16965,1900,0,0,0
16965,1930,1,0,0
16965,1870,0,0,0
16965,1910,0,0,0
16965,1890,0,0,0
16965,1880,0,0,0
17030,1870,0,0,0
17030,1890,0,0,0
17030,1900,0,0,0
17030,1880,0,0,0
17030,1920,0,0,0
17030,1930,2,1,0
17030,1910,0,0,0
17095,1930,1,0,0
17095,1870,0,0,0
17095,1920,0,0,0
17095,1890,0,0,0
17095,1910,0,0,0
17095,1880,0,0,0
17095,1900,0,0,0
17225,1930,0,0,0
17225,1870,0,0,0
17225,1880,0,0,0
17225,1920,0,0,0
17225,1910,1,0,0
17225,1900,0,0,0
17225,1890,0,0,0
17290,1910,1,0,0
17290,1890,0,0,0
17290,1880,0,0,0
17290,1870,0,0,0
17290,1900,0,0,0
17290,1930,0,0,0
17290,1920,0,0,0
17485,1910,0,0,0
17485,1900,0,0,0
17485,1870,0,0,0
17485,1920,0,0,0
17485,1890,0,0,0
17485,1930,0,0,0
17485,1880,0,0,0
17615,1910,0,0,0
17615,1870,1,0,0
17615,1920,0,0,0
17615,1930,1,0,0
17615,1890,0,0,0
17615,1880,0,0,0
17615,1900,0,0,0
17745,1900,0,0,0
17745,1890,0,0,0
17745,1910,1,0,0
17745,1920,0,0,0
17745,1880,0,0,0
17745,1870,0,0,0
17745,1930,0,0,0
17875,1920,0,0,0
17875,1870,0,0,0
17875,1910,0,0,0
17875,1880,0,0,0
17875,1900,0,0,0
17875,1890,0,0,0
17875,1930,1,0,0
17940,1880,0,0,0
17940,1890,0,0,0
17940,1900,0,0,0
17940,1910,0,0,0
17940,1920,0,0,0
17940,1870,0,0,0
17940,1930,1,0,0
18135,1900,0,0,0
18135,1920,0,0,0
18135,1890,0,0,0
18135,1930,1,0,0
18135,1910,0,0,0
18135,1880,0,0,0
18135,1870,0,0,0
18200,1920,0,0,0
18200,1870,0,0,0
18200,1900,0,0,0
18200,1880,0,0,0
18200,1930,1,0,0
18200,1910,0,0,0
18200,1890,0,0,0
18395,1900,0,0,0
18395,1930,1,0,0
18395,1870,0,0,0
18395,1920,0,0,0
18395,1880,0,0,0
18395,1910,0,0,0
18395,1890,0,0,0
18460,1890,0,0,0
18460,1920,0,0,0
18460,1870,0,0,0
18460,1930,1,0,0
18460,1900,0,0,0
18460,1910,0,0,0
18460,1880,0,0,0
18525,1870,0,0,0
18525,1880,0,0,0
18525,1920,0,0,0
18525,1930,0,0,0
18525,1910,0,0,0
18525,1900,0,0,0
18525,1890,0,0,0
18655,1890,0,0,0
18655,1880,0,0,0
18655,1930,0,0,0
18655,1900,0,0,0
18655,1870,0,0,0
18655,1920,0,0,0
18655,1910,0,0,0
18850,1870,0,0,0
18850,1900,0,0,0
18850,1910,0,0,0
18850,1890,0,0,0
18850,1920,0,0,0
18850,1880,0,0,0
18850,1930,1,0,0
18980,1930,1,0,0
18980,1870,0,0,0
18980,1890,0,0,0
18980,1880,0,0,0
18980,1920,0,0,0
18980,1900,0,0,0
18980,1910,0,0,0
19110,1870,0,0,0
19110,1910,0,1,0
19110,1920,0,0,0
19110,1900,0,0,0
19110,1930,1,0,0
19110,1880,0,0,0
19110,1890,0,0,0
19175,1880,1,0,0
19175,1920,0,0,0
19175,1870,0,0,0
19175,1900,0,0,0
19175,1890,0,0,0
19175,1910,0,0,0
19175,1930,0,0,0
19240,1890,0,0,0
19240,1900,0,0,0
19240,1920,0,0,0
19240,1870,0,0,0
19240,1930,0,0,0
19240,1880,1,0,0
19240,1910,0,0,0
19305,1930,0,0,0
19305,1880,0,0,0
19305,1920,0,0,0
19305,1900,1,0,0
19305,1890,0,0,0
19305,1870,0,0,0
19305,1910,0,0,0
19370,1900,0,0,0
19370,1920,1,0,0
19370,1910,0,0,0
19370,1930,0,0,0
19370,1870,0,0,0
19370,1880,0,0,0
19370,1890,0,0,0
19630,1910,0,0,0
19630,1880,0,0,0
19630,1900,0,0,0
19630,1920,1,0,0
19630,1930,0,0,0
19630,1870,0,0,0
19630,1890,0,0,0
19695,1910,1,0,0
19695,1870,0,0,0
19695,1890,0,0,0
19695,1900,0,0,0
19695,1880,0,0,0
19695,1920,0,0,0
19695,1930,0,0,0
19760,1880,0,0,0
19760,1870,0,0,0
19760,1930,1,0,0
19760,1910,0,0,0
19760,1900,0,0,0
19760,1890,0,0,0
19760,1920,0,0,0
19890,1920,0,0,0
19890,1930,1,0,0
19890,1910,0,0,0
19890,1900,0,0,0
19890,1870,0,0,0
19890,1890,0,0,0
19890,1880,0,0,0
20215,1890,0,0,0
20215,1920,0,0,0
20215,1880,1,0,0
20215,1930,0,0,0
20215,1910,0,0,0
20215,1870,0,0,0
20215,1900,0,0,0
20280,1930,0,0,0
20280,1910,0,1,0
20280,1920,0,0,0
20280,1870,0,0,0
20280,1880,0,0,0
20280,1890,0,0,0
20280,1900,1,0,0
20345,1910,0,0,0
20345,1920,0,0,0
20345,1930,0,1,0
20345,1890,0,0,0
20345,1870,0,0,0
20345,1880,0,0,0
20345,1900,0,0,0
20475,1880,0,0,0
20475,1930,0,0,0
20475,1870,0,0,0
20475,1910,0,0,0
20475,1920,0,0,1
20475,1900,0,0,0
20475,1890,0,0,0
20540,1900,0,0,0
20540,1870,0,0,0
20540,1910,0,0,0
20540,1920,0,0,0
20540,1880,0,0,0
20540,1890,0,0,0
20540,1930,0,0,0
20605,1900,0,0,0
20605,1930,0,0,0
20605,1880,0,0,0
20605,1870,0,0,0
20605,1920,0,0,0
20605,1890,0,0,0
20605,1910,0,0,0
20735,1920,0,0,0
20735,1890,0,0,0
20735,1880,0,0,0
20735,1870,0,0,0
20735,1900,0,0,0
20735,1930,0,0,0
20735,1910,0,0,0
20800,1910,0,0,0
20800,1880,0,0,0
20800,1870,0,0,0
20800,1930,0,1,0
20800,1920,0,0,0
20800,1900,0,0,0
20800,1890,0,0,0
20865,1910,0,0,0
20865,1870,0,0,0
20865,1880,0,0,0
20865,1920,0,0,0
20865,1890,0,0,0
20865,1930,0,0,0
20865,1900,0,0,0
20995,1930,0,0,0
20995,1920,0,0,0
20995,1910,0,0,0
20995,1880,0,0,0
20995,1900,0,0,0
20995,1870,0,0,0
20995,1890,0,0,1
21060,1870,0,0,0
21060,1910,0,0,0
21060,1900,0,1,0
21060,1930,0,0,0
21060,1890,0,0,0
21060,1880,0,0,0
21060,1920,0,0,0
21125,1870,0,0,0
21125,1910,0,0,0
21125,1890,0,0,0
21125,1900,0,1,0
21125,1930,0,0,0
21125,1920,0,0,0
21125,1880,0,0,0
21255,1930,0,1,0
21255,1880,0,0,0
21255,1910,0,0,0
21255,1920,0,0,0
21255,1870,0,0,0
21255,1900,0,0,0
21255,1890,0,0,0
21320,1890,0,0,0
21320,1910,1,0,0
21320,1930,0,1,0
21320,1870,0,0,0
21320,1900,0,0,0
21320,1880,0,0,0
21320,1920,0,0,0
21385,1910,1,0,0
21385,1870,0,0,0
21385,1880,0,0,0
21385,1890,0,0,0
21385,1900,0,0,0
21385,1920,0,0,0
21385,1930,0,1,0
21450,1920,0,0,0
21450,1910,0,0,0
21450,1890,0,0,0
21450,1900,0,0,0
21450,1930,0,1,0
21450,1880,0,0,0
21450,1870,0,0,0
21645,1920,0,0,0
21645,1890,0,0,0
21645,1910,0,1,0
21645,1900,0,0,0
21645,1880,0,0,0
21645,1870,0,0,0
21645,1930,0,0,0
21775,1920,0,0,0
21775,1930,0,0,0
21775,1890,0,0,0
21775,1900,0,0,0
21775,1880,0,0,0
21775,1870,0,0,0
21775,1910,0,1,0
21840,1930,0,2,0
21840,1870,0,0,0
21840,1900,0,0,0
21840,1910,0,0,0
21840,1920,0,0,0
21840,1880,0,0,0
21840,1890,0,0,0
21905,1890,0,0,0
21905,1880,0,0,0
21905,1920,0,0,0
21905,1930,0,0,0
21905,1910,0,0,0
21905,1870,0,0,0
21905,1900,0,0,0
22035,1910,1,0,0
22035,1890,0,0,0
22035,1880,0,0,0
22035,1870,0,0,0
22035,1930,0,0,0
22035,1900,0,0,0
22035,1920,0,2,0
22100,1930,0,0,0
22100,1890,0,0,0
22100,1880,0,0,0
22100,1900,0,0,0
22100,1870,0,0,0
22100,1920,0,0,0
22100,1910,1,0,0
22295,1880,0,0,0
22295,1890,0,0,0
22295,1930,0,1,0
22295,1910,0,0,0
22295,1870,0,0,0
22295,1920,0,0,0
22295,1900,0,0,0
22360,1910,0,0,0
22360,1890,0,0,0
22360,1920,0,0,0
22360,1880,0,0,0
22360,1870,0,0,0
22360,1930,0,1,0
22360,1900,0,0,0
22555,1930,0,0,0
22555,1900,0,0,0
22555,1870,0,0,0
22555,1910,0,0,0
22555,1880,0,0,0
22555,1920,0,0,0
22555,1890,0,0,0
22620,1930,0,0,0
22620,1900,0,0,0
22620,1920,0,0,0
22620,1890,0,0,0
22620,1880,0,0,0
22620,1910,0,0,0
22620,1870,0,0,0
22685,1890,0,0,0
22685,1900,0,0,0
22685,1920,0,0,0
22685,1880,0,0,0
22685,1870,0,0,0
22685,1930,0,0,0
22685,1910,0,0,0
22750,1890,0,0,0
22750,1910,0,0,0
22750,1880,0,0,0
22750,1920,0,0,0
22750,1930,0,1,0
22750,1870,0,0,0
22750,1900,0,0,0
22815,1890,0,0,0
22815,1870,0,0,0
22815,1880,0,0,0
22815,1920,0,0,0
22815,1900,0,0,0
22815,1930,0,0,0
22815,1910,0,0,0
22945,1930,0,1,0
22945,1900,0,0,0
22945,1890,0,0,0
22945,1870,0,0,0
22945,1910,0,0,0
22945,1880,0,0,0
22945,1920,0,0,0
23010,1880,0,0,0
23010,1920,0,0,0
23010,1870,0,0,0
23010,1930,0,1,0
23010,1900,0,0,0
23010,1890,0,0,0
23010,1910,0,0,0
23075,1870,0,0,0
23075,1880,0,0,0
23075,1930,0,1,0
23075,1910,0,0,0
23075,1900,0,0,0
23075,1890,0,0,0
23075,1920,0,0,0
23140,1900,0,0,0
23140,1890,1,0,0
23140,1910,0,0,0
23140,1870,0,0,0
23140,1920,0,0,0
23140,1930,0,0,0
23140,1880,0,0,0
23270,1890,0,1,0
23270,1920,0,0,0
23270,1910,0,0,0
23270,1900,0,0,0
23270,1880,0,0,0
23270,1870,0,0,0
23270,1930,0,0,0
23400,1870,0,0,0
23400,1920,0,0,0
23400,1910,0,0,0
23400,1880,0,0,0
23400,1890,0,1,0
23400,1900,0,0,0
23400,1930,0,0,0
23530,1930,0,1,0
23530,1900,0,0,0
23530,1920,0,0,0
23530,1870,0,0,0
23530,1910,0,0,0
23530,1880,0,0,0
23530,1890,0,0,0
23660,1900,0,0,0
23660,1910,0,0,0
23660,1920,0,0,0
23660,1890,0,0,0
23660,1870,0,0,0
23660,1930,0,0,0
23660,1880,0,0,0
23725,1890,0,0,0
23725,1930,0,0,0
23725,1870,0,0,0
23725,1880,0,0,0
23725,1910,0,0,0
23725,1920,0,0,0
23725,1900,0,0,0
23790,1870,0,0,0
23790,1890,0,0,0
23790,1930,0,0,0
23790,1900,0,0,0
23790,1920,0,0,0
23790,1910,0,0,0
23790,1880,0,0,0
23985,1900,0,0,0
23985,1930,0,0,0
23985,1890,0,0,0
23985,1910,0,0,0
23985,1880,0,0,0
23985,1920,0,0,0
23985,1870,0,0,0
24115,1890,0,0,0
24115,1870,0,0,0
24115,1930,0,0,0
24115,1910,0,0,0
24115,1880,0,0,0
24115,1920,0,0,0
24115,1900,0,0,0
24180,1890,0,0,0
24180,1930,0,0,0
24180,1910,0,0,0
24180,1920,0,0,0
24180,1880,0,0,0
24180,1900,0,0,0
24180,1870,0,0,0
24310,1890,0,0,0
24310,1910,0,0,0
24310,1930,0,0,0
24310,1880,0,0,0
24310,1920,0,0,0
24310,1900,0,0,0
24310,1870,0,0,0
24440,1930,0,0,0
24440,1880,0,0,0
24440,1920,0,0,0
24440,1870,0,0,0
24440,1890,0,0,0
24440,1910,0,0,0
24440,1900,0,0,0
24635,1920,0,2,0
24635,1930,1,0,0
24635,1900,0,0,0
24635,1910,0,0,0
24635,1890,0,0,0
24635,1880,0,1,1
24635,1870,0,0,0
24700,1880,0,0,0
24700,1930,0,0,1
24700,1920,0,0,0
24700,1910,0,0,0
24700,1900,0,0,0
24700,1870,0,0,0
24700,1890,0,0,0
24830,1890,0,0,0
24830,1900,0,0,0
24830,1880,0,0,0
24830,1930,1,0,0
24830,1920,0,0,0
24830,1870,0,0,0
24830,1910,0,0,0
24895,1920,0,0,0
24895,1930,1,0,0
24895,1880,0,0,1
24895,1910,0,0,0
24895,1900,0,0,0
24895,1890,0,0,0
24895,1870,0,0,0
24960,1930,0,0,0
24960,1910,0,0,0
24960,1900,0,0,0
24960,1870,0,0,0
24960,1890,0,0,0
24960,1920,0,0,0
24960,1880,0,0,0
25090,1930,0,1,0
25090,1920,0,0,0
25090,1870,0,0,0
25090,1910,0,0,0
25090,1880,0,0,0
25090,1900,0,0,0
25090,1890,0,1,1
25155,1880,0,0,0
25155,1920,0,0,0
25155,1910,0,0,0
25155,1890,0,1,0
25155,1870,0,0,0
25155,1900,0,1,0
25155,1930,0,0,0
25350,1890,0,0,0
25350,1900,0,0,0
25350,1920,0,0,0
25350,1870,0,0,0
25350,1910,0,0,0
25350,1880,0,0,0
25350,1930,0,0,0
25415,1890,0,0,0
25415,1900,0,0,0
25415,1920,0,0,0
25415,1880,0,0,0
25415,1870,0,0,0
25415,1930,0,1,0
25415,1910,0,0,0
25480,1910,0,0,0
25480,1900,0,0,0
25480,1920,0,0,0
25480,1930,1,0,0
25480,1890,0,0,0
25480,1880,0,0,0
25480,1870,0,0,0
25545,1930,1,0,0
25545,1900,0,0,0
25545,1920,0,0,0
25545,1910,0,0,0
25545,1880,0,0,0
25545,1890,0,0,0
25545,1870,0,0,0
25675,1920,0,0,0
25675,1890,0,0,0
25675,1930,0,0,0
25675,1900,0,0,0
25675,1870,0,0,0
25675,1910,0,0,0
25675,1880,0,0,0
25740,1870,0,0,0
25740,1920,0,1,0
25740,1880,0,0,0
25740,1910,0,0,0
25740,1890,0,0,0
25740,1930,0,0,0
25740,1900,0,0,0
25805,1910,0,0,0
25805,1890,0,1,0
25805,1880,0,0,0
25805,1920,0,0,0
25805,1930,0,0,0
25805,1900,0,0,0
25805,1870,0,0,0
25870,1900,0,0,0
25870,1890,0,1,0
25870,1880,0,0,0
25870,1930,0,0,0
25870,1910,0,0,0
25870,1920,0,0,0
25870,1870,0,0,0
26065,1930,0,0,1
26065,1880,0,0,0
26065,1910,0,0,0
26065,1920,0,0,0
26065,1870,0,0,0
26065,1900,0,0,0
26065,1890,0,0,0
26130,1910,0,0,0
26130,1930,0,0,1
26130,1920,0,0,0
26130,1880,0,0,0
26130,1890,0,0,0
26130,1900,0,0,0
26130,1870,0,0,0
26195,1920,0,0,0
26195,1880,0,0,0
26195,1910,0,0,0
26195,1890,0,0,0
26195,1900,0,0,0
26195,1930,0,2,0
26195,1870,0,0,0
26260,1930,0,0,0
26260,1920,0,0,0
26260,1890,0,1,1
26260,1880,0,0,0
26260,1900,0,0,0
26260,1910,0,0,0
26260,1870,0,0,0
26325,1930,0,1,0
26325,1920,0,0,0
26325,1900,0,0,0
26325,1910,0,0,0
26325,1880,0,0,0
26325,1890,0,0,0
26325,1870,0,0,0
26390,1890,0,0,0
26390,1930,0,1,0
26390,1910,0,0,0
26390,1880,0,0,0
26390,1870,0,0,0
26390,1900,0,0,0
26390,1920,0,0,0
26455,1920,0,0,0
26455,1890,0,0,0
26455,1870,0,0,0
26455,1930,0,0,0
26455,1910,0,0,0
26455,1880,0,0,0
26455,1900,0,0,0
26520,1920,0,0,0
26520,1900,0,0,0
26520,1930,0,1,0
26520,1910,0,0,0
26520,1890,0,0,0
26520,1880,0,0,0
26520,1870,0,0,0
26585,1910,0,0,0
26585,1900,0,0,0
26585,1880,0,0,0
26585,1870,0,0,0
26585,1890,0,0,0
26585,1930,0,0,0
26585,1920,0,0,0
26715,1930,0,0,0
26715,1920,0,0,0
26715,1900,0,0,0
26715,1880,0,0,0
26715,1910,0,0,0
26715,1870,0,0,0
26715,1890,0,1,0
27040,1870,0,0,0
27040,1930,0,0,0
27040,1890,0,4,0
27040,1880,0,0,0
27040,1910,0,0,0
27040,1920,0,0,0
27040,1900,0,0,0
27105,1930,0,0,0
27105,1920,0,0,0
27105,1870,0,0,0
27105,1890,0,1,1
27105,1880,0,0,0
27105,1900,0,0,0
27105,1910,0,0,0
27170,1920,0,0,0
27170,1930,0,0,0
27170,1910,0,0,0
27170,1890,0,2,1
27170,1880,0,4,1
27170,1870,0,0,0
27170,1900,0,0,0
27235,1920,0,1,0
27235,1930,0,0,0
27235,1890,0,0,1
27235,1880,0,0,0
27235,1870,0,0,0
27235,1900,0,0,0
27235,1910,0,0,0
27300,1870,0,0,0
27300,1920,0,0,0
27300,1900,0,2,0
27300,1890,0,2,0
27300,1910,0,0,0
27300,1880,0,0,0
27300,1930,0,0,0
27365,1930,0,0,0
27365,1920,0,0,0
27365,1890,0,1,1
27365,1900,0,0,0
27365,1910,0,0,0
27365,1880,0,0,0
27365,1870,0,0,0
27430,1920,0,0,0
27430,1930,0,0,0
27430,1900,0,0,0
27430,1890,0,4,1
27430,1880,0,0,0
27430,1870,0,0,0
27430,1910,0,0,0
27495,1900,0,0,0
27495,1870,0,0,0
27495,1910,0,0,0
27495,1890,0,1,0
27495,1920,0,1,0
27495,1930,0,0,0
27495,1880,0,0,0
27755,1870,0,0,0
27755,1920,0,0,0
27755,1930,0,0,0
27755,1890,0,1,0
27755,1880,0,0,0
27755,1900,0,0,0
27755,1910,0,0,0
27885,1920,0,0,0
27885,1930,0,1,0
27885,1880,0,0,0
27885,1910,0,0,0
27885,1870,0,0,0
27885,1900,0,0,0
27885,1890,0,2,2
27950,1910,0,0,0
27950,1870,0,0,0
27950,1930,0,0,0
27950,1920,0,0,0
27950,1900,0,1,0
27950,1890,0,0,0
27950,1880,0,0,0
28080,1930,0,0,0
28080,1920,0,0,0
28080,1890,0,0,0
28080,1870,0,0,0
28080,1900,0,1,0
28080,1880,0,0,0
28080,1910,0,0,0
28210,1900,0,0,0
28210,1910,0,0,0
28210,1920,0,0,0
28210,1930,1,0,0
28210,1890,0,0,0
28210,1870,0,0,0
28210,1880,0,0,0
28275,1930,0,0,0
28275,1910,0,0,0
28275,1900,0,0,0
28275,1890,0,0,0
28275,1880,0,0,0
28275,1870,0,0,0
28275,1920,0,0,0
28340,1870,0,0,0
28340,1880,0,0,0
28340,1920,0,1,0
28340,1900,0,0,0
28340,1930,0,0,0
28340,1910,0,0,0
28340,1890,0,0,0
28470,1910,0,0,0
28470,1890,0,0,0
28470,1900,0,0,0
28470,1880,0,0,0
28470,1870,0,0,0
28470,1920,0,0,0
28470,1930,0,1,0
28665,1880,0,0,0
28665,1930,0,0,0
28665,1890,0,0,0
28665,1870,0,0,0
28665,1920,0,0,0
28665,1900,0,0,0
28665,1910,0,1,0
28730,1890,0,0,0
28730,1880,0,0,0
28730,1910,0,0,0
28730,1870,0,0,0
28730,1920,0,1,0
28730,1930,0,0,0
28730,1900,0,0,0
28860,1920,0,0,0
28860,1890,0,0,0
28860,1870,0,0,0
28860,1900,0,0,0
28860,1880,0,0,0
28860,1910,0,0,0
28860,1930,0,1,0
28925,1880,0,0,0
28925,1930,0,0,0
28925,1870,0,0,0
28925,1910,0,0,0
28925,1920,0,0,0
28925,1890,0,0,0
28925,1900,0,1,0
28990,1920,0,0,0
28990,1930,1,0,0
28990,1870,0,0,0
28990,1880,0,0,0
28990,1900,0,0,0
28990,1890,0,3,2
28990,1910,0,0,0
29250,1880,0,0,0
29250,1930,1,0,0
29250,1890,0,0,0
29250,1870,0,0,0
29250,1910,0,0,0
29250,1900,0,0,0
29250,1920,0,1,0
29380,1890,0,0,0
29380,1910,0,0,0
29380,1920,0,0,0
29380,1930,0,0,0
29380,1870,0,0,0
29380,1900,0,1,0
29380,1880,0,0,0
29705,1900,0,0,0
29705,1890,0,0,0
29705,1880,0,0,0
29705,1870,0,0,0
29705,1910,0,0,0
29705,1920,0,0,0
29705,1930,0,1,0
29770,1870,0,0,0
29770,1920,0,0,0
29770,1900,0,0,0
29770,1880,0,0,0
29770,1890,0,0,0
29770,1910,0,0,0
29770,1930,2,0,0
29835,1880,0,0,0
29835,1890,0,0,0
29835,1910,0,1,0
29835,1870,0,0,0
29835,1930,0,0,0
29835,1920,0,0,0
29835,1900,0,0,0
29965,1920,0,0,0
29965,1930,1,0,0
29965,1880,0,0,0
29965,1890,0,0,0
29965,1870,0,0,0
29965,1900,0,0,0
29965,1910,0,0,0
30030,1910,0,0,0
30030,1870,0,0,0
30030,1930,0,0,0
30030,1880,0,0,0
30030,1890,0,0,0
30030,1920,0,0,0
30030,1900,0,0,0
30095,1920,0,0,0
30095,1930,0,0,0
30095,1880,0,0,0
